0.0,0.0,0.0,0.0,0.0,0.0
98.7,140.15,20.13,0.0,1.68,19.74
16.4,35.92,3.17,0.0,0.74,3.28
-37.8,-49.14,-8.2,-0.0,-0.45,-7.56
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
15.4,22.02,3.23,0.0,0.91,3.08
0.0,0.0,0.0,0.0,0.0,0.0
32.2,5.47,0.35,1.26,0.03,6.44
31.7,110.63,0.03,27.74,0.03,6.34
18.0,20.34,0.23,4.95,0.18,3.6
